Starting as master.... 
Starting as slave.... 
(0.175921, 0.151729, 0.165860)
(0.420982, 0.371104, 0.413493)
(0.218598, 0.157002, 0.165098)
(0.416099, 0.332765, 0.373424)
(0.241644, 0.171665, 0.227988)
(0.236203, 0.191532, 0.204315)
(0.245384, 0.232534, 0.242718)
(0.566377, 0.541164, 0.581532)
(0.244421, 0.234910, 0.336204)
(0.339249, 0.317998, 0.331541)
(0.362788, 0.273416, 0.287808)
(0.302197, 0.290719, 0.345598)
(0.434117, 0.369906, 0.395795)
(0.272611, 0.266952, 0.271170)
(0.166268, 0.126367, 0.128087)
(0.166791, 0.164825, 0.220224)
(0.268838, 0.223516, 0.266679)
(0.252879, 0.192253, 0.245141)
(0.362696, 0.362696, 0.374690)
(0.195594, 0.168876, 0.194777)
(0.137836, 0.131778, 0.141092)
(0.362213, 0.343518, 0.367323)
(0.260273, 0.190651, 0.232380)
(0.211765, 0.152199, 0.169398)
(0.236487, 0.215151, 0.276911)
(0.201116, 0.162167, 0.184670)
(0.117906, 0.117906, 0.122525)
(0.483961, 0.259606, 0.270240)
(0.303412, 0.216603, 0.245730)
(0.415166, 0.343461, 0.386842)
(0.316320, 0.281340, 0.358306)
(0.305907, 0.238877, 0.276401)
(0.246729, 0.165571, 0.172190)
(0.618811, 0.511578, 0.541449)
(0.147798, 0.147798, 0.259213)
(0.484609, 0.408755, 0.435225)
(0.219544, 0.168503, 0.168503)
(0.410853, 0.332560, 0.430384)
(0.188597, 0.145685, 0.177301)
(0.353878, 0.328178, 0.396373)
(0.269469, 0.209385, 0.247329)
(0.317858, 0.213678, 0.250092)
(0.358874, 0.352484, 0.383078)
(0.207723, 0.179123, 0.253792)
(0.412738, 0.305313, 0.557417)
(0.119125, 0.119125, 0.119125)
(0.368116, 0.352178, 0.367952)
(0.322410, 0.185148, 0.268529)
(0.361219, 0.340487, 0.340487)
(0.400226, 0.375093, 0.388678)
(0.243582, 0.242359, 0.356799)
(0.168292, 0.168171, 0.288310)
(0.219551, 0.167931, 0.181360)
(0.409835, 0.327077, 0.331078)
(0.192798, 0.130703, 0.140547)
(0.210792, 0.208754, 0.261952)
(0.187114, 0.176750, 0.180144)
(0.287728, 0.235379, 0.268606)
(0.378851, 0.239046, 0.300223)
(0.261849, 0.238855, 0.273886)
(0.399455, 0.387130, 0.411463)
(0.211011, 0.156307, 0.184559)
(0.204520, 0.161135, 0.206226)
(0.403389, 0.356057, 0.371362)
(0.247498, 0.195290, 0.269858)
(0.153689, 0.151882, 0.295772)
(0.296561, 0.231929, 0.325474)
(0.375270, 0.365907, 0.389272)
(0.355573, 0.347017, 0.347017)
(0.177558, 0.160820, 0.249824)
(0.379954, 0.274001, 0.325109)
(0.226210, 0.172085, 0.217715)
(0.198092, 0.198092, 0.272220)
(0.166758, 0.136975, 0.170955)
(0.376769, 0.246175, 0.343914)
(0.158909, 0.138424, 0.148070)
(0.388879, 0.366990, 0.385579)
(0.200178, 0.200178, 0.300567)
(0.217488, 0.178906, 0.191678)
(0.228977, 0.174386, 0.207873)
(0.402794, 0.402794, 0.425675)
(0.319647, 0.317349, 0.377982)
(0.182790, 0.139636, 0.173427)
(0.422371, 0.268201, 0.283532)
(0.225267, 0.159923, 0.190485)
(0.349101, 0.349101, 0.380264)
(0.162366, 0.148275, 0.177924)
(0.374102, 0.336467, 0.383522)
(0.179959, 0.179959, 0.213636)
(0.174184, 0.143344, 0.192183)
(0.383282, 0.354340, 0.386416)
(0.318974, 0.279336, 0.327761)
(0.395881, 0.302988, 0.337472)
(0.210847, 0.193255, 0.256731)
(0.245034, 0.211217, 0.270608)
(0.387203, 0.354524, 0.365345)
(0.246334, 0.190629, 0.240963)
(0.216441, 0.143076, 0.148105)
(0.273238, 0.246917, 0.300027)
(0.158750, 0.158750, 0.219867)
(0.186458, 0.144694, 0.204825)
(0.323676, 0.274276, 0.313462)
(0.250165, 0.241983, 0.280372)
(0.148399, 0.134927, 0.167649)
(0.215760, 0.139131, 0.154032)
(0.261359, 0.177954, 0.180616)
(0.166978, 0.133640, 0.171565)
(0.160968, 0.137853, 0.254650)
(0.229452, 0.176063, 0.216870)
(0.279167, 0.218919, 0.352415)
(0.416082, 0.405036, 0.405036)
(0.256052, 0.197855, 0.240569)
(0.237476, 0.221662, 0.260752)
(0.149876, 0.149876, 0.155708)
(0.206026, 0.183059, 0.191369)
(0.229606, 0.187018, 0.243922)
(0.255856, 0.207109, 0.230287)
(0.359663, 0.305408, 0.338180)
(0.402490, 0.249275, 0.260399)
(0.314829, 0.311155, 0.320943)
(0.351918, 0.308568, 0.350929)
(0.252415, 0.171226, 0.174468)
(0.164631, 0.133814, 0.159195)
(0.232314, 0.163833, 0.173228)
(0.297486, 0.286710, 0.309794)
(0.183974, 0.174504, 0.215126)
(0.256313, 0.238130, 0.334297)
(0.162878, 0.136536, 0.238253)
(0.200845, 0.161350, 0.195649)
(0.379758, 0.311328, 0.311477)
(0.299716, 0.299716, 0.403196)
(0.205659, 0.175418, 0.249481)
(0.241844, 0.230547, 0.253157)
(0.202240, 0.177524, 0.233041)
(0.268801, 0.189783, 0.230468)
(0.148809, 0.132578, 0.201228)
(0.469041, 0.286579, 0.315438)
(0.188167, 0.157836, 0.193304)
(0.153755, 0.133035, 0.150068)
(0.490058, 0.451441, 0.459077)
(0.179668, 0.167831, 0.280376)
(0.265409, 0.255135, 0.272610)
(0.253881, 0.191321, 0.191439)
(0.282050, 0.238141, 0.247283)
(0.269320, 0.265534, 0.269514)
(0.190645, 0.148544, 0.165791)
(0.370650, 0.222069, 0.227506)
(0.225530, 0.193034, 0.229885)
(0.274165, 0.223930, 0.278294)
(0.281468, 0.189003, 0.213723)
(0.212751, 0.204769, 0.270578)
(0.184518, 0.152740, 0.195932)
(0.148166, 0.142700, 0.180097)
(0.255258, 0.221630, 0.378075)
(0.164826, 0.134235, 0.165520)
(0.153449, 0.153280, 0.321171)
(0.163651, 0.125444, 0.151075)
(0.195008, 0.163036, 0.240840)
(0.295859, 0.169357, 0.177376)
(0.478763, 0.463034, 0.463034)
(0.269832, 0.223553, 0.307432)
(0.238094, 0.185128, 0.311511)
(0.406143, 0.398576, 0.468942)
(0.171161, 0.128842, 0.137496)
(0.164227, 0.132181, 0.201282)
(0.313418, 0.313418, 0.360232)
(0.197502, 0.193473, 0.281702)
(0.234844, 0.227987, 0.251810)
(0.139074, 0.128800, 0.139332)
(0.194586, 0.140293, 0.202249)
(0.382405, 0.382405, 0.411032)
(0.130203, 0.129100, 0.196174)
(0.248243, 0.150564, 0.160580)
(0.149246, 0.149246, 0.198548)
(0.379824, 0.362640, 0.379994)
(0.209566, 0.157626, 0.205286)
(0.169148, 0.137841, 0.172412)
(0.200787, 0.128998, 0.150650)
(0.301493, 0.238520, 0.366088)
(0.168839, 0.126537, 0.132332)
(0.272651, 0.231827, 0.464688)
(0.266996, 0.266996, 0.364160)
(0.261201, 0.226612, 0.247837)
(0.363666, 0.363103, 0.390007)
(0.181441, 0.173544, 0.218324)
(0.358545, 0.272286, 0.330664)
(0.241127, 0.241127, 0.311802)
(0.312952, 0.312256, 0.416134)
(0.193173, 0.182555, 0.253226)
(0.155971, 0.136814, 0.157735)
(0.138508, 0.121971, 0.121971)
(0.156558, 0.133295, 0.168939)
(0.167357, 0.154780, 0.181352)
(0.212582, 0.172361, 0.251818)
(0.145573, 0.145573, 0.154743)
(0.335808, 0.201596, 0.205173)
(0.307900, 0.268963, 0.341400)
(0.332596, 0.319995, 0.385203)
(0.257165, 0.174999, 0.205976)
(0.259686, 0.198191, 0.428417)
(0.162632, 0.143689, 0.180333)
(0.370951, 0.357979, 0.409241)
(0.239528, 0.182989, 0.227173)
(0.383628, 0.255651, 0.321642)
(0.198693, 0.157805, 0.205182)
(0.381633, 0.261355, 0.276940)
(0.214239, 0.159468, 0.261490)
(0.174492, 0.153359, 0.203946)
(0.294606, 0.255741, 0.282367)
(0.143088, 0.138464, 0.227252)
(0.233552, 0.188533, 0.241083)
(0.185564, 0.156857, 0.173088)
(0.258663, 0.191626, 0.314368)
(0.165427, 0.125276, 0.135489)
(0.246154, 0.242557, 0.303526)
(0.308110, 0.191276, 0.191507)
(0.127483, 0.126583, 0.147795)
(0.149577, 0.139513, 0.259799)
(0.188639, 0.183790, 0.364485)
(0.347333, 0.221886, 0.250973)
(0.280380, 0.265199, 0.313750)
(0.192746, 0.182080, 0.206822)
(0.228818, 0.219636, 0.320217)
(0.187512, 0.140420, 0.163367)
(0.165958, 0.153288, 0.175566)
(0.120253, 0.113484, 0.135790)
(0.254663, 0.224650, 0.346170)
(0.212409, 0.197115, 0.296878)
(0.186952, 0.148300, 0.167255)
(0.208255, 0.159668, 0.186847)
(0.231814, 0.200357, 0.342640)
(0.203087, 0.178936, 0.284577)
(0.187980, 0.171196, 0.196314)
(0.246114, 0.156503, 0.164213)
(0.572363, 0.444958, 0.472187)
(0.158719, 0.133409, 0.201872)
(0.361678, 0.318706, 0.398589)
(0.272257, 0.166626, 0.202978)
(0.254336, 0.221945, 0.344326)
(0.189472, 0.181693, 0.347916)
(0.368326, 0.236121, 0.242562)
(0.165169, 0.148696, 0.203732)
(0.349567, 0.342800, 0.452079)
(0.130065, 0.120063, 0.140669)
(0.266663, 0.205492, 0.261696)
(0.224846, 0.183157, 0.380342)
(0.404068, 0.374762, 0.519453)
(0.249310, 0.209223, 0.244639)
(0.151782, 0.150119, 0.223472)
(0.205936, 0.171148, 0.298357)
(0.280931, 0.273129, 0.290190)
(0.350032, 0.174815, 0.190526)
(0.130449, 0.130449, 0.131563)
(0.150638, 0.145307, 0.316448)
(0.108956, 0.104592, 0.124870)
(0.250647, 0.232214, 0.247803)
(0.147558, 0.128736, 0.163924)
(0.116777, 0.112024, 0.156616)
(0.154177, 0.130376, 0.203995)
(0.158619, 0.150536, 0.176751)
(0.272488, 0.263052, 0.355692)
(0.184284, 0.174487, 0.227801)
